customer_id,previous_order_month_period,previous_monthly_orders,previous_monthly_revenue,previous_monthly_gross_amount,previous_avg_order_value,previous_coupon_used_count,previous_coupon_discount_total,previous_delayed_orders,previous_rain_orders,previous_surge_orders,previous_avg_delivery_minutes,previous_avg_distance_km,previous_avg_rating,previous_campaign_exposed_count,previous_ad_clicked_count,previous_city,previous_customer_area,previous_membership_tier,previous_delay_rate,previous_coupon_usage_rate,previous_campaign_click_rate,current_order_month_period,current_monthly_orders,current_monthly_revenue,current_monthly_gross_amount,current_avg_order_value,current_coupon_used_count,current_coupon_discount_total,current_delayed_orders,current_rain_orders,current_surge_orders,current_avg_delivery_minutes,current_avg_distance_km,current_avg_rating,current_campaign_exposed_count,current_ad_clicked_count,current_city,current_customer_area,current_membership_tier,current_delay_rate,current_coupon_usage_rate,current_campaign_click_rate,city,customer_area,membership_tier,order_drop_count,order_drop_pct,revenue_drop_amount,revenue_drop_pct,high_value_customer_flag,bad_experience_flag,coupon_sensitive_flag,churn_risk_label,churn_risk_num,customer_segment,recommended_coupon,coupon_reason,business_action,revenue_at_risk
3528,2025-11,2.0,361.0,411.0,180.5,1.0,0.0,1.0,0.0,2.0,45.5,9.14,0.0,0.0,0.0,Bengaluru,Malleshwaram,ONE,0.5,0.5,0.0,2025-12,3.0,561.0,636.0,187.0,0.0,0.0,2.0,1.0,1.0,47.33,3.45,2.27,1.0,0.0,Bengaluru,Banaswadi,ONE,0.67,0.0,0.0,Bengaluru,Banaswadi,ONE,-1.0,-0.5,-200.0,-0.55,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3529,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,2.0,742.0,762.0,371.0,0.0,0.0,1.0,0.0,0.0,36.0,10.66,4.4,0.0,0.0,Bengaluru,Malleshwaram,ONE_LITE,0.5,0.0,0.0,Bengaluru,Malleshwaram,ONE_LITE,-2.0,0.0,-742.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3530,2025-11,2.0,291.0,311.0,145.5,1.0,0.0,0.0,0.0,0.0,24.5,9.27,1.85,1.0,0.0,Bengaluru,Koramangala,ONE_LITE,0.0,0.5,0.0,2025-12,1.0,114.0,164.0,114.0,1.0,40.0,0.0,0.0,0.0,34.0,9.12,3.2,0.0,0.0,Bengaluru,Koramangala,ONE_LITE,0.0,1.0,0.0,Bengaluru,Koramangala,ONE_LITE,1.0,0.5,177.0,0.61,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3531,2025-11,1.0,50.0,60.0,50.0,1.0,0.0,0.0,0.0,0.0,32.0,0.54,0.0,1.0,0.0,Bengaluru,Malleshwaram,ONE_LITE,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Bengaluru,Malleshwaram,ONE_LITE,1.0,1.0,50.0,1.0,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3532,2025-11,4.0,938.0,938.0,234.5,2.0,0.0,1.0,0.0,1.0,31.75,4.98,2.58,0.0,0.0,Bengaluru,Whitefield,NONE,0.25,0.5,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Bengaluru,Whitefield,NONE,4.0,1.0,938.0,1.0,1,1,1,High Churn Risk,1,At Risk High Value Customer,COMEBACK30,High-value customer has reduced order frequency. Strong comeback coupon can protect revenue.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",938.0
3533,2025-11,2.0,498.0,498.0,249.0,0.0,0.0,2.0,0.0,1.0,41.5,19.78,0.0,1.0,0.0,Bengaluru,Malleshwaram,NONE,1.0,0.0,0.0,2025-12,2.0,542.0,542.0,271.0,0.0,0.0,1.0,0.0,0.0,37.5,12.72,0.0,1.0,0.0,Bengaluru,Banaswadi,NONE,0.5,0.0,0.0,Bengaluru,Banaswadi,NONE,0.0,0.0,-44.0,-0.09,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3534,2025-11,1.0,276.0,276.0,276.0,0.0,0.0,1.0,0.0,0.0,46.0,0.6,3.8,0.0,0.0,Bengaluru,Whitefield,NONE,1.0,0.0,0.0,2025-12,4.0,1387.0,1467.0,346.75,2.0,80.0,1.0,0.0,0.0,32.0,11.54,0.0,2.0,0.0,Bengaluru,Whitefield,NONE,0.25,0.5,0.0,Bengaluru,Whitefield,NONE,-3.0,-3.0,-1111.0,-4.03,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3535,2025-11,4.0,763.0,763.0,190.75,2.0,0.0,4.0,1.0,1.0,46.0,8.3,2.3,0.0,0.0,Bengaluru,Whitefield,NONE,1.0,0.5,0.0,2025-12,2.0,330.0,330.0,165.0,1.0,0.0,1.0,1.0,1.0,41.0,7.07,0.0,1.0,0.0,Bengaluru,Koramangala,NONE,0.5,0.5,0.0,Bengaluru,Koramangala,NONE,2.0,0.5,433.0,0.57,1,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3536,2025-11,5.0,1296.0,1461.0,259.2,2.0,40.0,3.0,1.0,0.0,41.0,8.18,0.78,3.0,0.0,Bengaluru,Koramangala,ONE,0.6,0.4,0.0,2025-12,2.0,335.0,385.0,167.5,0.0,0.0,0.0,0.0,1.0,38.0,10.66,0.0,0.0,0.0,Bengaluru,Whitefield,ONE,0.0,0.0,0.0,Bengaluru,Whitefield,ONE,3.0,0.6,961.0,0.74,1,1,0,Medium Churn Risk,0,Regular Customer,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,1296.0
3537,2025-11,3.0,906.0,906.0,302.0,0.0,0.0,0.0,1.0,0.0,32.33,5.89,1.23,1.0,0.0,Bengaluru,Koramangala,NONE,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Bengaluru,Koramangala,NONE,3.0,1.0,906.0,1.0,1,1,0,High Churn Risk,1,At Risk High Value Customer,COMEBACK30,High-value customer has reduced order frequency. Strong comeback coupon can protect revenue.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",906.0
3538,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,2.0,250.0,250.0,125.0,0.0,0.0,1.0,0.0,0.0,36.5,7.46,1.5,0.0,0.0,Bengaluru,Whitefield,NONE,0.5,0.0,0.0,Bengaluru,Whitefield,NONE,-2.0,0.0,-250.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3539,2025-11,2.0,339.0,389.0,169.5,1.0,0.0,1.0,0.0,2.0,38.5,11.89,0.0,0.0,0.0,Bengaluru,Whitefield,ONE,0.5,0.5,0.0,2025-12,3.0,345.0,460.0,115.0,2.0,40.0,0.0,0.0,2.0,31.33,3.61,1.2,1.0,0.0,Bengaluru,Malleshwaram,ONE,0.0,0.67,0.0,Bengaluru,Malleshwaram,ONE,-1.0,-0.5,-6.0,-0.02,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3540,2025-11,2.0,258.0,298.0,129.0,2.0,40.0,1.0,0.0,1.0,38.0,12.36,0.0,1.0,0.0,Bengaluru,Malleshwaram,NONE,0.5,1.0,0.0,2025-12,2.0,225.0,225.0,112.5,0.0,0.0,1.0,1.0,0.0,42.5,11.96,2.5,1.0,0.0,Bengaluru,Malleshwaram,NONE,0.5,0.0,0.0,Bengaluru,Malleshwaram,NONE,0.0,0.0,33.0,0.13,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3541,2025-11,2.0,329.0,379.0,164.5,1.0,0.0,1.0,0.0,1.0,35.5,13.29,0.0,0.0,0.0,Bengaluru,Banaswadi,ONE,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Bengaluru,Banaswadi,ONE,2.0,1.0,329.0,1.0,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3542,2025-11,3.0,371.0,371.0,123.67,2.0,0.0,2.0,2.0,0.0,39.67,7.03,1.33,3.0,0.0,Bengaluru,Malleshwaram,NONE,0.67,0.67,0.0,2025-12,4.0,797.0,897.0,199.25,1.0,100.0,1.0,2.0,0.0,36.5,6.56,2.78,2.0,0.0,Bengaluru,Whitefield,NONE,0.25,0.25,0.0,Bengaluru,Whitefield,NONE,-1.0,-0.33,-426.0,-1.15,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3543,2025-11,2.0,348.0,348.0,174.0,1.0,0.0,1.0,0.0,0.0,43.0,18.6,1.65,0.0,0.0,Bengaluru,Marathahalli,NONE,0.5,0.5,0.0,2025-12,3.0,340.0,340.0,113.33,1.0,0.0,1.0,0.0,1.0,38.67,8.76,0.0,1.0,0.0,Bengaluru,Koramangala,NONE,0.33,0.33,0.0,Bengaluru,Koramangala,NONE,-1.0,-0.5,8.0,0.02,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3544,2025-11,3.0,709.0,784.0,236.33,0.0,0.0,0.0,0.0,0.0,23.33,17.04,1.23,2.0,0.0,Bengaluru,Marathahalli,ONE,0.0,0.0,0.0,2025-12,2.0,336.0,386.0,168.0,0.0,0.0,1.0,0.0,1.0,39.0,12.92,0.0,0.0,0.0,Bengaluru,Marathahalli,ONE,0.5,0.0,0.0,Bengaluru,Marathahalli,ONE,1.0,0.33,373.0,0.53,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3545,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,1.0,392.0,552.0,392.0,1.0,150.0,0.0,0.0,0.0,26.0,11.97,0.0,0.0,0.0,Bengaluru,Whitefield,ONE_LITE,0.0,1.0,0.0,Bengaluru,Whitefield,ONE_LITE,-1.0,0.0,-392.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3546,2025-11,2.0,272.0,272.0,136.0,2.0,0.0,0.0,0.0,1.0,24.0,9.37,2.15,2.0,0.0,Bengaluru,Malleshwaram,NONE,0.0,1.0,0.0,2025-12,3.0,552.0,552.0,184.0,2.0,0.0,1.0,0.0,1.0,39.33,10.66,1.07,2.0,0.0,Bengaluru,Marathahalli,NONE,0.33,0.67,0.0,Bengaluru,Marathahalli,NONE,-1.0,-0.5,-280.0,-1.03,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3547,2025-11,4.0,573.0,573.0,143.25,1.0,0.0,2.0,2.0,2.0,44.5,3.14,0.0,0.0,0.0,Bengaluru,Banaswadi,NONE,0.5,0.25,0.0,2025-12,3.0,708.0,748.0,236.0,1.0,40.0,2.0,2.0,0.0,40.67,10.87,1.4,1.0,0.0,Bengaluru,Whitefield,NONE,0.67,0.33,0.0,Bengaluru,Whitefield,NONE,1.0,0.25,-135.0,-0.24,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3548,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,2.0,377.0,456.0,188.5,1.0,59.0,1.0,1.0,0.0,38.5,6.3,0.0,2.0,0.0,Bengaluru,Whitefield,ONE_LITE,0.5,0.5,0.0,Bengaluru,Whitefield,ONE_LITE,-2.0,0.0,-377.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3549,2025-11,3.0,671.0,671.0,223.67,0.0,0.0,0.0,0.0,0.0,28.67,11.45,0.0,0.0,0.0,Bengaluru,Marathahalli,NONE,0.0,0.0,0.0,2025-12,1.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,36.0,20.46,0.0,0.0,0.0,Bengaluru,Whitefield,NONE,0.0,0.0,0.0,Bengaluru,Whitefield,NONE,2.0,0.67,551.0,0.82,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3550,2025-11,2.0,1053.0,1053.0,526.5,0.0,0.0,0.0,0.0,0.0,32.5,9.6,0.0,1.0,0.0,Bengaluru,Malleshwaram,NONE,0.0,0.0,0.0,2025-12,4.0,903.0,903.0,225.75,1.0,0.0,0.0,0.0,0.0,31.25,10.42,2.22,1.0,0.0,Bengaluru,Koramangala,NONE,0.0,0.25,0.0,Bengaluru,Koramangala,NONE,-2.0,-1.0,150.0,0.14,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3551,2025-11,2.0,631.0,781.0,315.5,2.0,150.0,2.0,1.0,0.0,50.5,0.75,2.5,0.0,0.0,Bengaluru,Whitefield,NONE,1.0,1.0,0.0,2025-12,1.0,248.0,248.0,248.0,1.0,0.0,0.0,0.0,0.0,29.0,0.44,0.0,0.0,0.0,Bengaluru,Whitefield,NONE,0.0,1.0,0.0,Bengaluru,Whitefield,NONE,1.0,0.5,383.0,0.61,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3552,2025-11,2.0,294.0,314.0,147.0,1.0,0.0,1.0,0.0,0.0,40.5,14.78,0.0,1.0,0.0,Bengaluru,Koramangala,ONE_LITE,0.5,0.5,0.0,2025-12,2.0,833.0,853.0,416.5,1.0,0.0,1.0,0.0,1.0,43.5,4.78,1.9,1.0,0.0,Bengaluru,Malleshwaram,ONE_LITE,0.5,0.5,0.0,Bengaluru,Malleshwaram,ONE_LITE,0.0,0.0,-539.0,-1.83,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3553,2025-11,2.0,538.0,538.0,269.0,1.0,0.0,0.0,0.0,0.0,32.5,7.09,2.0,1.0,0.0,Bengaluru,Koramangala,NONE,0.0,0.5,0.0,2025-12,2.0,737.0,737.0,368.5,0.0,0.0,0.0,2.0,0.0,32.5,4.57,0.0,1.0,0.0,Bengaluru,Koramangala,NONE,0.0,0.0,0.0,Bengaluru,Koramangala,NONE,0.0,0.0,-199.0,-0.37,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3554,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,3.0,636.0,636.0,212.0,0.0,0.0,0.0,1.0,0.0,24.0,7.68,1.0,1.0,0.0,Bengaluru,Banaswadi,NONE,0.0,0.0,0.0,Bengaluru,Banaswadi,NONE,-3.0,0.0,-636.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3555,2025-11,2.0,265.0,265.0,132.5,0.0,0.0,1.0,0.0,0.0,31.5,13.07,2.1,1.0,0.0,Bengaluru,Banaswadi,NONE,0.5,0.0,0.0,2025-12,2.0,389.0,389.0,194.5,0.0,0.0,1.0,0.0,1.0,38.0,20.34,0.0,1.0,0.0,Bengaluru,Malleshwaram,NONE,0.5,0.0,0.0,Bengaluru,Malleshwaram,NONE,0.0,0.0,-124.0,-0.47,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3556,2025-11,2.0,472.0,492.0,236.0,0.0,0.0,0.0,0.0,0.0,28.5,9.36,4.3,1.0,0.0,Bengaluru,Malleshwaram,ONE_LITE,0.0,0.0,0.0,2025-12,2.0,285.0,305.0,142.5,1.0,0.0,1.0,0.0,0.0,43.0,7.73,2.5,2.0,0.0,Bengaluru,Koramangala,ONE_LITE,0.5,0.5,0.0,Bengaluru,Koramangala,ONE_LITE,0.0,0.0,187.0,0.4,0,0,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3557,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,3.0,686.0,686.0,228.67,1.0,0.0,1.0,0.0,1.0,32.67,13.91,0.0,2.0,0.0,Bengaluru,Whitefield,NONE,0.33,0.33,0.0,Bengaluru,Whitefield,NONE,-3.0,0.0,-686.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3558,2025-11,5.0,1247.0,1442.0,249.4,2.0,80.0,3.0,1.0,1.0,38.4,4.85,0.72,2.0,0.0,Bengaluru,Banaswadi,ONE,0.6,0.4,0.0,2025-12,3.0,676.0,751.0,225.33,0.0,0.0,2.0,1.0,2.0,36.0,8.8,2.7,1.0,0.0,Bengaluru,Koramangala,ONE,0.67,0.0,0.0,Bengaluru,Koramangala,ONE,2.0,0.4,571.0,0.46,1,1,0,Medium Churn Risk,0,Regular Customer,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,1247.0
3559,2025-11,1.0,773.0,903.0,773.0,1.0,120.0,0.0,0.0,0.0,28.0,14.19,0.0,1.0,0.0,Bengaluru,Koramangala,ONE_LITE,0.0,1.0,0.0,2025-12,5.0,963.0,1163.0,192.6,3.0,150.0,2.0,1.0,0.0,33.2,13.01,0.76,2.0,0.0,Bengaluru,Whitefield,ONE_LITE,0.4,0.6,0.0,Bengaluru,Whitefield,ONE_LITE,-4.0,-4.0,-190.0,-0.25,1,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3560,2025-11,2.0,914.0,914.0,457.0,0.0,0.0,0.0,0.0,0.0,36.5,7.04,0.0,0.0,0.0,Bengaluru,Koramangala,NONE,0.0,0.0,0.0,2025-12,1.0,301.0,301.0,301.0,0.0,0.0,0.0,0.0,0.0,27.0,0.48,4.2,0.0,0.0,Bengaluru,Koramangala,NONE,0.0,0.0,0.0,Bengaluru,Koramangala,NONE,1.0,0.5,613.0,0.67,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3561,2025-11,3.0,561.0,561.0,187.0,0.0,0.0,1.0,0.0,0.0,31.67,8.07,2.93,1.0,0.0,Bengaluru,Malleshwaram,NONE,0.33,0.0,0.0,2025-12,3.0,597.0,677.0,199.0,2.0,80.0,0.0,1.0,1.0,31.0,6.4,0.43,2.0,0.0,Bengaluru,Banaswadi,NONE,0.0,0.67,0.0,Bengaluru,Banaswadi,NONE,0.0,0.0,-36.0,-0.06,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3562,2025-11,4.0,1063.0,1163.0,265.75,0.0,0.0,1.0,0.0,0.0,29.75,5.49,1.12,3.0,0.0,Bengaluru,Malleshwaram,ONE_PLUS,0.25,0.0,0.0,2025-12,3.0,339.0,414.0,113.0,1.0,0.0,0.0,0.0,0.0,32.67,15.04,0.0,0.0,0.0,Bengaluru,Banaswadi,ONE_PLUS,0.0,0.33,0.0,Bengaluru,Banaswadi,ONE_PLUS,1.0,0.25,724.0,0.68,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3564,2025-11,3.0,707.0,747.0,235.67,3.0,40.0,2.0,0.0,2.0,41.0,12.23,1.33,1.0,0.0,Bengaluru,Whitefield,NONE,0.67,1.0,0.0,2025-12,1.0,157.0,157.0,157.0,0.0,0.0,1.0,0.0,0.0,42.0,12.59,4.7,1.0,0.0,Bengaluru,Whitefield,NONE,1.0,0.0,0.0,Bengaluru,Whitefield,NONE,2.0,0.67,550.0,0.78,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3565,2025-11,3.0,405.0,435.0,135.0,1.0,0.0,0.0,1.0,0.0,24.0,16.88,1.27,0.0,0.0,Bengaluru,Whitefield,ONE_LITE,0.0,0.33,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Bengaluru,Whitefield,ONE_LITE,3.0,1.0,405.0,1.0,0,1,0,High Churn Risk,1,At Risk Customer,SAVE100,Customer order frequency has dropped sharply. Direct discount can bring customer back.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",405.0
3566,2025-11,2.0,447.0,497.0,223.5,0.0,0.0,0.0,1.0,1.0,33.0,4.8,1.55,1.0,0.0,Bengaluru,Koramangala,ONE,0.0,0.0,0.0,2025-12,2.0,520.0,570.0,260.0,0.0,0.0,2.0,1.0,2.0,60.0,4.88,0.0,1.0,0.0,Bengaluru,Banaswadi,ONE,1.0,0.0,0.0,Bengaluru,Banaswadi,ONE,0.0,0.0,-73.0,-0.16,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3567,2025-11,1.0,121.0,242.0,121.0,1.0,121.0,1.0,1.0,0.0,45.0,9.19,0.0,0.0,0.0,Bengaluru,Malleshwaram,NONE,1.0,1.0,0.0,2025-12,2.0,767.0,767.0,383.5,0.0,0.0,0.0,0.0,0.0,23.0,10.32,0.0,0.0,0.0,Bengaluru,Malleshwaram,NONE,0.0,0.0,0.0,Bengaluru,Malleshwaram,NONE,-1.0,-1.0,-646.0,-5.34,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3568,2025-11,3.0,343.0,479.0,114.33,2.0,136.0,1.0,1.0,1.0,34.0,10.03,0.0,2.0,0.0,Bengaluru,Malleshwaram,NONE,0.33,0.67,0.0,2025-12,1.0,113.0,113.0,113.0,1.0,0.0,0.0,0.0,0.0,29.0,20.73,0.0,0.0,0.0,Bengaluru,Whitefield,NONE,0.0,1.0,0.0,Bengaluru,Whitefield,NONE,2.0,0.67,230.0,0.67,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3569,2025-11,1.0,66.0,66.0,66.0,0.0,0.0,1.0,0.0,1.0,57.0,14.26,2.9,0.0,0.0,Bengaluru,Koramangala,NONE,1.0,0.0,0.0,2025-12,3.0,431.0,431.0,143.67,1.0,0.0,2.0,1.0,1.0,44.0,5.86,1.33,0.0,0.0,Bengaluru,Banaswadi,NONE,0.67,0.33,0.0,Bengaluru,Banaswadi,NONE,-2.0,-2.0,-365.0,-5.53,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3570,2025-11,4.0,886.0,886.0,221.5,0.0,0.0,1.0,2.0,1.0,32.5,9.46,3.32,2.0,0.0,Bengaluru,Banaswadi,NONE,0.25,0.0,0.0,2025-12,3.0,670.0,724.0,223.33,1.0,54.0,1.0,0.0,2.0,39.33,6.85,0.0,1.0,0.0,Bengaluru,Banaswadi,NONE,0.33,0.33,0.0,Bengaluru,Banaswadi,NONE,1.0,0.25,216.0,0.24,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3571,2025-11,1.0,185.0,210.0,185.0,0.0,0.0,1.0,1.0,1.0,58.0,9.92,3.1,0.0,0.0,Bengaluru,Malleshwaram,ONE_PLUS,1.0,0.0,0.0,2025-12,2.0,264.0,314.0,132.0,0.0,0.0,0.0,0.0,0.0,35.0,7.29,0.0,0.0,0.0,Bengaluru,Koramangala,ONE_PLUS,0.0,0.0,0.0,Bengaluru,Koramangala,ONE_PLUS,-1.0,-1.0,-79.0,-0.43,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3572,2025-11,2.0,952.0,952.0,476.0,0.0,0.0,1.0,1.0,1.0,52.5,10.9,0.9,2.0,0.0,Bengaluru,Malleshwaram,NONE,0.5,0.0,0.0,2025-12,2.0,330.0,370.0,165.0,1.0,40.0,1.0,0.0,0.0,32.5,8.52,1.65,1.0,0.0,Bengaluru,Banaswadi,NONE,0.5,0.5,0.0,Bengaluru,Banaswadi,NONE,0.0,0.0,622.0,0.65,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3573,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,1.0,225.0,276.0,225.0,1.0,41.0,0.0,0.0,1.0,33.0,0.72,0.0,1.0,0.0,Bengaluru,Malleshwaram,ONE_LITE,0.0,1.0,0.0,Bengaluru,Malleshwaram,ONE_LITE,-1.0,0.0,-225.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
