customer_id,city,customer_area,membership_tier,customer_segment,previous_monthly_orders,current_monthly_orders,order_drop_count,order_drop_pct,previous_monthly_revenue,current_monthly_revenue,revenue_drop_pct,churn_risk_label,recommended_coupon,coupon_reason,business_action,revenue_at_risk
3218,Bengaluru,Banaswadi,NONE,Regular Customer,1.0,6.0,-5.0,-5.0,543.0,1190.0,-1.19,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3219,Bengaluru,Banaswadi,NONE,Coupon Sensitive Customer,3.0,5.0,-2.0,-0.67,564.0,1378.0,-1.44,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3220,Bengaluru,Banaswadi,ONE_LITE,Regular Customer,4.0,5.0,-1.0,-0.25,825.0,951.0,-0.15,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3221,Bengaluru,Whitefield,NONE,Regular Customer,3.0,1.0,2.0,0.67,1081.0,120.0,0.89,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3222,Bengaluru,Whitefield,NONE,At Risk High Value Customer,4.0,0.0,4.0,1.0,915.0,0.0,1.0,High Churn Risk,COMEBACK30,High-value customer has reduced order frequency. Strong comeback coupon can protect revenue.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",915.0
3223,Bengaluru,Malleshwaram,NONE,Regular Customer,3.0,2.0,1.0,0.33,610.0,612.0,-0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3224,Bengaluru,Whitefield,NONE,Regular Customer,4.0,4.0,0.0,0.0,1299.0,455.0,0.65,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3225,Bengaluru,Koramangala,ONE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,452.0,158.0,0.65,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3226,Bengaluru,Malleshwaram,NONE,Regular Customer,2.0,4.0,-2.0,-1.0,987.0,483.0,0.51,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3227,Bengaluru,Whitefield,ONE_LITE,Regular Customer,1.0,4.0,-3.0,-3.0,208.0,1064.0,-4.12,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3228,Bengaluru,Banaswadi,NONE,Regular Customer,2.0,4.0,-2.0,-1.0,563.0,1314.0,-1.33,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3229,Bengaluru,Koramangala,NONE,Regular Customer,3.0,1.0,2.0,0.67,610.0,954.0,-0.56,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3230,Bengaluru,Whitefield,NONE,Regular Customer,2.0,2.0,0.0,0.0,412.0,1472.0,-2.57,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3231,Bengaluru,Malleshwaram,NONE,Regular Customer,1.0,4.0,-3.0,-3.0,120.0,803.0,-5.69,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3232,Bengaluru,Malleshwaram,NONE,At Risk Customer,3.0,0.0,3.0,1.0,488.0,0.0,1.0,High Churn Risk,SAVE100,Customer order frequency has dropped sharply. Direct discount can bring customer back.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",488.0
3233,Bengaluru,Malleshwaram,NONE,Regular Customer,1.0,4.0,-3.0,-3.0,113.0,1021.0,-8.04,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3234,Bengaluru,Banaswadi,ONE_LITE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,271.0,144.0,0.47,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3235,Bengaluru,Koramangala,ONE_PLUS,Coupon Sensitive Customer,2.0,1.0,1.0,0.5,358.0,143.0,0.6,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3236,Bengaluru,Whitefield,ONE_PLUS,Coupon Sensitive Customer,2.0,1.0,1.0,0.5,582.0,80.0,0.86,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3237,Bengaluru,Koramangala,ONE_LITE,Regular Customer,1.0,0.0,1.0,1.0,87.0,0.0,1.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3238,Bengaluru,Banaswadi,NONE,Regular Customer,1.0,2.0,-1.0,-1.0,168.0,438.0,-1.61,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3239,Bengaluru,Malleshwaram,NONE,Coupon Sensitive Customer,1.0,3.0,-2.0,-2.0,120.0,738.0,-5.15,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3240,Bengaluru,Malleshwaram,ONE_LITE,Coupon Sensitive Customer,2.0,1.0,1.0,0.5,650.0,81.0,0.88,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3241,Bengaluru,Malleshwaram,ONE_LITE,Coupon Sensitive Customer,2.0,0.0,2.0,1.0,315.0,0.0,1.0,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3242,Bengaluru,Banaswadi,NONE,Regular Customer,2.0,2.0,0.0,0.0,525.0,1391.0,-1.65,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3243,Bengaluru,Whitefield,ONE_LITE,Regular Customer,3.0,3.0,0.0,0.0,536.0,564.0,-0.05,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3244,Bengaluru,Whitefield,ONE_LITE,Coupon Sensitive Customer,3.0,4.0,-1.0,-0.33,881.0,1171.0,-0.33,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3245,Bengaluru,Whitefield,NONE,Regular Customer,0.0,1.0,-1.0,0.0,0.0,240.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3246,Bengaluru,Marathahalli,NONE,Regular Customer,1.0,1.0,0.0,0.0,189.0,305.0,-0.61,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3247,Bengaluru,Marathahalli,ONE,Regular Customer,0.0,2.0,-2.0,0.0,0.0,431.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3248,Bengaluru,Malleshwaram,ONE,Regular Customer,2.0,2.0,0.0,0.0,183.0,398.0,-1.17,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3249,Bengaluru,Koramangala,NONE,Regular Customer,6.0,2.0,4.0,0.67,1554.0,488.0,0.69,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,1554.0
3250,Bengaluru,Koramangala,NONE,Regular Customer,0.0,3.0,-3.0,0.0,0.0,727.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3251,Bengaluru,Koramangala,NONE,Regular Customer,0.0,5.0,-5.0,0.0,0.0,1534.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3252,Bengaluru,Koramangala,NONE,Regular Customer,2.0,2.0,0.0,0.0,361.0,388.0,-0.07,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3253,Bengaluru,Malleshwaram,ONE_LITE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,715.0,442.0,0.38,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3254,Bengaluru,Whitefield,NONE,Regular Customer,1.0,1.0,0.0,0.0,327.0,301.0,0.08,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3255,Bengaluru,Banaswadi,NONE,Coupon Sensitive Customer,4.0,2.0,2.0,0.5,1335.0,880.0,0.34,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3256,Bengaluru,Banaswadi,ONE_LITE,Regular Customer,4.0,4.0,0.0,0.0,530.0,1118.0,-1.11,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3257,Bengaluru,Koramangala,ONE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,171.0,223.0,-0.3,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3258,Bengaluru,Whitefield,NONE,Regular Customer,3.0,2.0,1.0,0.33,989.0,606.0,0.39,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3259,Bengaluru,Banaswadi,NONE,At Risk Customer,4.0,0.0,4.0,1.0,459.0,0.0,1.0,High Churn Risk,SAVE100,Customer order frequency has dropped sharply. Direct discount can bring customer back.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",459.0
3260,Bengaluru,Marathahalli,NONE,Regular Customer,2.0,2.0,0.0,0.0,243.0,244.0,-0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3261,Bengaluru,Whitefield,NONE,Regular Customer,0.0,1.0,-1.0,0.0,0.0,276.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3262,Bengaluru,Marathahalli,ONE_PLUS,Regular Customer,2.0,2.0,0.0,0.0,152.0,482.0,-2.17,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3263,Bengaluru,Marathahalli,ONE,Regular Customer,2.0,2.0,0.0,0.0,550.0,168.0,0.69,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3264,Bengaluru,Whitefield,NONE,Coupon Sensitive Customer,2.0,0.0,2.0,1.0,379.0,0.0,1.0,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3265,Bengaluru,Whitefield,ONE_LITE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,280.0,172.0,0.39,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3266,Bengaluru,Whitefield,ONE,Regular Customer,1.0,2.0,-1.0,-1.0,139.0,148.0,-0.06,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3267,Bengaluru,Whitefield,NONE,Coupon Sensitive Customer,5.0,2.0,3.0,0.6,1456.0,750.0,0.48,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,1456.0
3268,Bengaluru,Malleshwaram,ONE,Coupon Sensitive Customer,2.0,4.0,-2.0,-1.0,379.0,774.0,-1.04,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3269,Bengaluru,Marathahalli,NONE,Coupon Sensitive Customer,2.0,3.0,-1.0,-0.5,561.0,764.0,-0.36,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3270,Bengaluru,Koramangala,ONE,Coupon Sensitive Customer,1.0,3.0,-2.0,-2.0,143.0,679.0,-3.75,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3271,Bengaluru,Banaswadi,ONE_LITE,Regular Customer,1.0,1.0,0.0,0.0,254.0,258.0,-0.02,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3272,Bengaluru,Malleshwaram,ONE,Regular Customer,2.0,1.0,1.0,0.5,224.0,289.0,-0.29,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3273,Bengaluru,Whitefield,NONE,Regular Customer,2.0,2.0,0.0,0.0,510.0,444.0,0.13,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3274,Bengaluru,Whitefield,ONE_PLUS,Coupon Sensitive Customer,2.0,1.0,1.0,0.5,203.0,88.0,0.57,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3275,Bengaluru,Whitefield,ONE_LITE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,279.0,275.0,0.01,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3276,Bengaluru,Marathahalli,NONE,Regular Customer,2.0,2.0,0.0,0.0,180.0,380.0,-1.11,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3277,Bengaluru,Koramangala,NONE,At Risk High Value Customer,4.0,0.0,4.0,1.0,764.0,0.0,1.0,High Churn Risk,COMEBACK30,High-value customer has reduced order frequency. Strong comeback coupon can protect revenue.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",764.0
3278,Bengaluru,Whitefield,ONE_LITE,Regular Customer,5.0,1.0,4.0,0.8,960.0,126.0,0.87,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,960.0
3279,Bengaluru,Banaswadi,ONE_LITE,Regular Customer,1.0,2.0,-1.0,-1.0,276.0,833.0,-2.02,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3280,Bengaluru,Banaswadi,ONE,Regular Customer,2.0,2.0,0.0,0.0,554.0,289.0,0.48,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3281,Bengaluru,Banaswadi,NONE,Regular Customer,2.0,3.0,-1.0,-0.5,1006.0,450.0,0.55,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3282,Bengaluru,Whitefield,ONE,Regular Customer,1.0,0.0,1.0,1.0,232.0,0.0,1.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3283,Bengaluru,Malleshwaram,NONE,Regular Customer,0.0,1.0,-1.0,0.0,0.0,252.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3284,Bengaluru,Koramangala,NONE,Regular Customer,2.0,5.0,-3.0,-1.5,323.0,1294.0,-3.01,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3285,Bengaluru,Koramangala,ONE_LITE,Regular Customer,6.0,3.0,3.0,0.5,1019.0,1596.0,-0.57,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,1019.0
3286,Bengaluru,Banaswadi,ONE,Regular Customer,1.0,1.0,0.0,0.0,143.0,185.0,-0.29,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3287,Bengaluru,Koramangala,NONE,Coupon Sensitive Customer,1.0,1.0,0.0,0.0,236.0,60.0,0.75,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3288,Bengaluru,Whitefield,NONE,Coupon Sensitive Customer,2.0,3.0,-1.0,-0.5,286.0,877.0,-2.07,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3289,Bengaluru,Whitefield,ONE_LITE,Regular Customer,1.0,3.0,-2.0,-2.0,110.0,854.0,-6.76,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3290,Bengaluru,Marathahalli,NONE,Regular Customer,2.0,1.0,1.0,0.5,707.0,109.0,0.85,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3291,Bengaluru,Marathahalli,NONE,Coupon Sensitive Customer,3.0,2.0,1.0,0.33,318.0,459.0,-0.44,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3292,Bengaluru,Banaswadi,NONE,Regular Customer,5.0,2.0,3.0,0.6,2007.0,776.0,0.61,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,2007.0
3293,Bengaluru,Banaswadi,NONE,Regular Customer,2.0,0.0,2.0,1.0,255.0,0.0,1.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3294,Bengaluru,Banaswadi,ONE,Regular Customer,4.0,3.0,1.0,0.25,604.0,318.0,0.47,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3295,Bengaluru,Malleshwaram,ONE,Regular Customer,4.0,3.0,1.0,0.25,569.0,514.0,0.1,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3296,Bengaluru,Banaswadi,ONE_LITE,Regular Customer,4.0,2.0,2.0,0.5,1103.0,361.0,0.67,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3297,Bengaluru,Whitefield,NONE,Regular Customer,1.0,2.0,-1.0,-1.0,305.0,498.0,-0.63,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3298,Bengaluru,Whitefield,NONE,Regular Customer,4.0,2.0,2.0,0.5,567.0,261.0,0.54,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3299,Bengaluru,Marathahalli,ONE,Coupon Sensitive Customer,2.0,0.0,2.0,1.0,389.0,0.0,1.0,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3300,Bengaluru,Marathahalli,NONE,Regular Customer,3.0,1.0,2.0,0.67,1027.0,132.0,0.87,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3301,Bengaluru,Whitefield,ONE,Coupon Sensitive Customer,2.0,5.0,-3.0,-1.5,257.0,1011.0,-2.93,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3302,Bengaluru,Whitefield,ONE,Coupon Sensitive Customer,4.0,3.0,1.0,0.25,858.0,872.0,-0.02,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3304,Bengaluru,Banaswadi,ONE_LITE,Regular Customer,1.0,3.0,-2.0,-2.0,50.0,417.0,-7.34,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3305,Bengaluru,Koramangala,NONE,Regular Customer,3.0,1.0,2.0,0.67,1050.0,328.0,0.69,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3306,Bengaluru,Koramangala,ONE,Regular Customer,2.0,0.0,2.0,1.0,770.0,0.0,1.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3307,Bengaluru,Whitefield,ONE_LITE,Regular Customer,3.0,4.0,-1.0,-0.33,1103.0,1744.0,-0.58,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3309,Bengaluru,Malleshwaram,NONE,Coupon Sensitive Customer,2.0,1.0,1.0,0.5,198.0,257.0,-0.3,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3310,Bengaluru,Koramangala,NONE,Regular Customer,0.0,3.0,-3.0,0.0,0.0,516.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3311,Bengaluru,Banaswadi,NONE,Coupon Sensitive Customer,4.0,3.0,1.0,0.25,622.0,321.0,0.48,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3312,Bengaluru,Whitefield,NONE,Coupon Sensitive Customer,4.0,1.0,3.0,0.75,525.0,362.0,0.31,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3313,Bengaluru,Banaswadi,ONE,Regular Customer,4.0,4.0,0.0,0.0,1311.0,766.0,0.42,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3314,Bengaluru,Malleshwaram,ONE_LITE,Regular Customer,1.0,2.0,-1.0,-1.0,216.0,407.0,-0.88,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3315,Bengaluru,Whitefield,NONE,Coupon Sensitive Customer,4.0,1.0,3.0,0.75,712.0,157.0,0.78,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3316,Bengaluru,Whitefield,ONE,Regular Customer,3.0,2.0,1.0,0.33,365.0,350.0,0.04,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3318,Bengaluru,Whitefield,NONE,Regular Customer,1.0,2.0,-1.0,-1.0,60.0,456.0,-6.6,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3319,Bengaluru,Koramangala,NONE,At Risk High Value Customer,3.0,0.0,3.0,1.0,1012.0,0.0,1.0,High Churn Risk,COMEBACK30,High-value customer has reduced order frequency. Strong comeback coupon can protect revenue.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",1012.0
3320,Bengaluru,Marathahalli,ONE,Coupon Sensitive Customer,4.0,2.0,2.0,0.5,977.0,129.0,0.87,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3321,Bengaluru,Whitefield,NONE,Coupon Sensitive Customer,2.0,4.0,-2.0,-1.0,412.0,483.0,-0.17,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3322,Bengaluru,Malleshwaram,ONE,Coupon Sensitive Customer,2.0,1.0,1.0,0.5,515.0,429.0,0.17,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3323,Bengaluru,Whitefield,NONE,Regular Customer,3.0,2.0,1.0,0.33,1019.0,212.0,0.79,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3324,Bengaluru,Malleshwaram,ONE_LITE,Coupon Sensitive Customer,3.0,4.0,-1.0,-0.33,1383.0,1111.0,0.2,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3325,Bengaluru,Banaswadi,ONE,Regular Customer,5.0,6.0,-1.0,-0.2,1411.0,738.0,0.48,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3326,Bengaluru,Marathahalli,ONE,Regular Customer,0.0,1.0,-1.0,0.0,0.0,40.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3327,Bengaluru,Banaswadi,NONE,Regular Customer,3.0,2.0,1.0,0.33,626.0,268.0,0.57,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3328,Bengaluru,Whitefield,ONE_LITE,Regular Customer,3.0,2.0,1.0,0.33,552.0,409.0,0.26,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3329,Bengaluru,Malleshwaram,NONE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,205.0,290.0,-0.41,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3330,Bengaluru,Marathahalli,ONE_LITE,At Risk Customer,3.0,0.0,3.0,1.0,390.0,0.0,1.0,High Churn Risk,SAVE100,Customer order frequency has dropped sharply. Direct discount can bring customer back.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",390.0
3331,Bengaluru,Whitefield,NONE,Regular Customer,3.0,3.0,0.0,0.0,494.0,486.0,0.02,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3332,Bengaluru,Marathahalli,NONE,Coupon Sensitive Customer,2.0,4.0,-2.0,-1.0,654.0,1338.0,-1.05,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
3333,Bengaluru,Whitefield,ONE_LITE,Regular Customer,2.0,2.0,0.0,0.0,338.0,332.0,0.02,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
3334,Bengaluru,Whitefield,NONE,Coupon Sensitive Customer,1.0,4.0,-3.0,-3.0,60.0,1147.0,-18.12,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
